Subject,Message,Label,OriginalRowID,Date
Cracked windscreen – repair or replace?,"To whom it may concern,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-609-511284? please let me know
Reg 10-W-73001.
Photos attached.

Regards,
Sophia Ryan

(Also, sorry for the long email—bit stressed.)",CarWindshield,fb6b3660,
Accident report and claim initiation,"Hey there, I was rear‑ended at a red light in Dundalk today (17 Sep 224 12:55), airbags deployed. Oher driver admitted faault. Exchange done. My reg 70-WX-87117, policy PCY-57-171551. What’s the fastest way to get the car assessd? please let me knw Phoots attached. Thanks, Sophia Browwn",CarCrash,10bfdcea,
Car stolen last night – claim help?,"Hi team,
My car (14-D-40365) was stolen outside my house at 143 Station Rd, Waterford around 01 Oct 2022 12:55. I reported it to the Gardaí (ref #472932). Policy PCY-630-241647. What info do you need to open a claim? thanks in advance
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Liam Gallagher
+353 89 355 4817
liamgallagher263@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,56f83ed7,
General question about my policy,"Hi team,
I just need to check what’s included in my policy PCY-317-600107. Does it cover driving other cars, or windscreen chips? happy to provide more info

Thanks,
Ethan Fitzgerald
+353 86 815 6128
ethanfitzgerald360@example.com",Other,5d7ec771,
Engine died at junction – policy help,"Hi Atlantic Mutuual Support, My car cut out at a roundabout in Cork and wonn’t restart. Hazard lghts on. Do I have roadside assist with policy PCY-409-680404? If yes, can you arrange a tow to Citty Tyrres? rally appreciate your help — Sincerely, Olivia McCarthy +353 81 431 8873 oliviaccarthy102@gmail.com",CarBreakdown,9b1bb77c,
Urgent: Vehicle theft (police report filed),"Good morning,
Vehicle theft on 04 Sep 2024 12:55 near Tralee city centre. CCTV likely at the shop across the road. Registered plate 25-G-28637, policy PCY-776-561567. Please advise urgent actions and any forms. thanks in advance
No attachments yet—can send if needed.

Thanks,
Harry Hayes
+353 84 248 9690
harryhayes892@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,d58ca6f4,
Random question (not sure of category),"Good morning,
I just need to check what’s included in my policy PCY-849-662147. Does it cover driving other cars, or windscreen chips? please let me know

Best,
Ciara Duffy

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",Other,3d3ef7b6,
Collision today on N7 – what do I do?,"Hi team,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-989-656405, reg 13-LS-99492. happy to provide more info
Screenshot included below.

Many thanks,
Mia Murphy
+353 87 509 2333
miamurphy357@proton.me",CarCrash,5b327cef,
Stranded on hard shoulder – breakdown cover,"Good morning,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-102-245679 for breakdowns? happy to provide more info
Reg 25-SO-38092.
—

Sincerely,
Michael Gallagher

(Also, sorry for the long email—bit stressed.)",CarBreakdown,8a6968bc,
Collision today on N7 – what do I do?,"Hi SafeDrive Support,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-588-267069. Should I go to City Tyres or wait for an approved repairer list? please sort this
Attaching a PDF of the report.

Thanks,
Patrick Kennedy

(Also, sorry for the long email—bit stressed.)",CarCrash,0f4ae588,
Collision today on N7 – what do I do?,"To whom it may concern,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-687-591202, reg 24-MH-26020. please let me know
No attachments yet—can send if needed.

Thanks,
Patrick O'Neill",CarCrash,b5978150,
Cracked windscreen – repair or replace?,"To whom it may concern,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-433-249365? thanks in advance
Reg 24-C-67968.
Dashcam clip uploaded to Drive (link upon request).

Many thanks,
Isla Byrne
+353 83 553 4559
islabyrne949@example.com",CarWindshield,9bfe7773,
Stolen vehicle claim – need next steps,"Hi team, Vehicle theft on 26 Jun 2024 12:55 near Galway city centre. CCTV liekly at the shop acrsos the road. Registered plate 08-C-695766, policy PCY-756-4377666. Please advise urgent actions and any forms. really appreciatte your help No attachments yet—can send if needed. Many thanks, Ethan Duffy +353 89 362 1804 ethanduffy376@outlook.com

(Also, sorry for the long email—bit stressed.)",CarTheft,addb30e1,
Collision today on N7 – what do I do?,"Hey there,
I was rear‑ended at a red light in Tralee today (10 Jul 2023 12:55), airbags deployed. Other driver admitted fault. Exchange done. My reg 17-OY-85550, policy PCY-271-633320. What’s the fastest way to get the car assessed? really appreciate your help
No attachments yet—can send if needed.

Best,
Emma Wilson",CarCrash,3c8a8658,
"Minor crash, no injuries – claim query","To whom it may concern,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-804-203818, reg 06-L-5814. really appreciate your help
No attachments yet—can send if needed.

Cheers,
James Hughes
+353 82 509 8472
jameshughes86@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarCrash,81842a73,
Glass crack across driver side – urgent,"Good morning,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ScreenMate or do I need pre‑approval under policy PCY-612-380028? kind regards
Reg 09-LS-29548.
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Liam Doyle
+353 83 264 6700
liamdoyle849@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarWindshield,bed8a4b9,
Rear‑ended at lights – advice needed,"Good morning,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-738-685253. Should I go to Murphy Motors or wait for an approved repairer list? please sort this
Screenshot included below.

Thanks,
Mia Kelly

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,c75964e4,
Glass crack across driver side – urgent,"Good morning,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-780-766253? kind regards
Reg 06-W-6653.
No attachments yet—can send if needed.

Many thanks,
Isla Fitzgerald
+353 88 671 4672
islafitzgerald342@proton.me",CarWindshield,07bfbdca,
Need some help with my cover,"Hello,
Random question: how long do I have to report an incident? Policy PCY-780-909617. Thanks.

Sincerely,
Niamh Byrne

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",Other,61dbc593,
Random question (not sure of category),"Hi team,
Where do I download my cert of insurance and disc for reg 05-CW-35204? I can’t find the link on the portal. please let me know

Regards,
Aoife Wilson",Other,7bb5db9d,
Need some help with my cover,"Good aternoon, I just need to cehck what’s included in my policy PCY-367-523565. Does it coevr driving other cas, or wiindscreen chips? hpapy to provide more info Best, Emily Brwon +353 84 465 7208 emilybrown836@yahoo.com P.S. I’m at work now, can’t take calls tll after 5pm. Email is best.",Other,61574144,
Car stolen last night – claim help?,"Hi team,
Came out this morning and the car was just gone. 20-G-66840. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-804-917707? Also, do I still owe the excess if the car isn’t found? please let me know
Dashcam clip uploaded to Drive (link upon request).

Many thanks,
Aoife Kennedy
+353 83 875 4351
aoifekennedy68@outlook.com",CarTheft,03e10c47,
Car won’t start – need roadside assist,"Hi Atlantic Mutual Support,
My car cut out at a roundabout in Carlow and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-706-266634? If yes, can you arrange a tow to South Quay Repairs? happy to provide more info
Scans can be provided.

Sincerely,
Emily Hayes",CarBreakdown,a8c7e195,
Glass crack across driver side – urgent,"Hi SafeDrive Support,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-225-612861. please let me know
Screenshot included below.

Thanks,
Ethan McCarthy

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,1ceabc32,
Renewal price seems high – options?,"Good morning,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-229-175310. really appreciate your help

Best,
Emma Hughes
+353 84 882 2906
emmahughes707@proton.me",CarRenewal,2ad2d0f3,
Policy renewal questions,"Good morning,
Renewal due on 10. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-775-486885. happy to provide more info

Sincerely,
Lucas Kennedy

(Also, sorry for the long email—bit stressed.)",CarRenewal,26438c0e,
Need some help with my cover,"Hey there,
Where do I download my cert of insurance and disc for reg 09-CW-29970? I can’t find the link on the portal. happy to provide more info

Cheers,
Emily Doyle",Other,36b9fb5a,
Rear‑ended at lights – advice needed,"Hi GreenShield Support,
I was rear‑ended at a red light in Letterkenny today (05 Aug 2023 12:55), airbags deployed. Other driver admitted fault. Exchange done. My reg 05-SO-74187, policy PCY-102-313154. What’s the fastest way to get the car assessed? thanks in advance
No attachments yet—can send if needed.

Best,
Emma Doyle
+353 82 220 3344
emmadoyle387@gmail.com

(Also, sorry for the long email—bit stressed.)",CarCrash,5ce26bb4,
Add a new driver for renewal,"Good afternoon,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-618-307931. really appreciate your help

Regards,
Ciara Ryan",CarRenewal,d2267a52,
General question about my policy,"Hey there,
I just need to check what’s included in my policy PCY-975-297816. Does it cover driving other cars, or windscreen chips? please let me know

Regards,
Sophia Wilson",Other,b29b0a5f,
Add a new driver for renewal,"Hey there,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-515-535214. kind regards

Thanks,
Emma O'Brien
+353 87 647 6597
emmaobrien300@example.com",CarRenewal,0aced114,
Renewal price seems high – options?,"Good afternoon,
Renewal due on 21. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-551-872420. happy to provide more info

Best,
Jack Duffy

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,130ab507,
Need some help with my cover,"To whom it may concern,
Random question: how long do I have to report an incident? Policy PCY-790-306631. Thanks.

Cheers,
Noah Ryan",Other,766b0ffd,
Breakdown this morning – tow arranged?,"Hello,
My car cut out at a roundabout in Kilkenny and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-884-865296? If yes, can you arrange a tow to South Quay Repairs? really appreciate your help
No attachments.

Thanks,
Isla Wilson
+353 84 615 5397
islawilson130@proton.me",CarBreakdown,0242ae49,
Renewal due – change car details,"Good morning, Renewal due on 30. Could you send me the documents in PDF and eplain options for monthly vs annual? Policcy PCY-781-525581. kind regards Sincerely, Niamh O'Brien +353 81 886 1019 niamhobrien850@gmail.com P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarRenewal,01bf606d,
Renewal price seems high – options?,"To whom it may cnocern, Got the reenewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcamm? Poliy PCY-437-740490. really appreciate your help Cheers, Conor Doyle +353 89 120 3765 conordoyle171@proton.me",CarRenewal,5c5ca25c,
Cracked windscreen – repair or replace?,"Hi GreenShield Support,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-484-653451. happy to provide more info
No attachments yet—can send if needed.

Many thanks,
Aoife O'Brien
+353 82 151 7035
aoifeobrien226@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,33bcaf5f,
Random question (not sure of category),"Good afternoon, I just need to check what’s included in my policy PCY-261-595504. Does it cover driving other cars, or windsccreen chips? knd regards Many thanks, Niaamh O'Brien",Other,ccb6cdc4,
Engine died at junction – policy help,"Hi QuickCover Support,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-695-838253 for breakdowns? thanks in advance
Reg 13-MN-54008.
No attachments.

Sincerely,
Conor McCarthy
+353 82 768 4645
conormccarthy526@proton.me",CarBreakdown,2c869dfb,
Accident report and claim initiation,"Hello,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-643-788852. Should I go to Northside Garage or wait for an approved repairer list? please sort this
Photos attached.

Cheers,
Jack Kennedy
+353 86 218 3886
jackkennedy476@yahoo.com",CarCrash,a3a93e62,
Renewal price seems high – options?,"Hey there,
Renewal due on 13. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-891-557711. thanks in advance

Sincerely,
Lucas Fitzgerald
+353 80 389 8838
lucasfitzgerald623@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,30c8de40,
Glass crack across driver side – urgent,"Hey there,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-419-275622? thanks in advance
Reg 17-D-31270.
Dashcam clip uploaded to Drive (link upon request).

Thanks,
Niamh Fitzgerald
+353 80 555 2876
niamhfitzgerald94@yahoo.com",CarWindshield,d1e7f583,
Stranded on hard shoulder – breakdown cover,"To whom it may concern,
My car cut out at a roundabout in Kilkenny and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-207-753736? If yes, can you arrange a tow to Northside Garage? please let me know
—

Many thanks,
Harry Walsh

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,422662b7,
Car stolen last night – claim help?,"Hi GreenShield Support,
My car (20-CW-1868) was stolen outside my house at 148 Park Lane, Letterkenny around 09 Nov 2022 12:55. I reported it to the Gardaí (ref #393880). Policy PCY-222-182300. What info do you need to open a claim? happy to provide more info
No attachments yet—can send if needed.

Sincerely,
James Byrne
+353 88 918 7933
jamesbyrne490@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,2a2a128a,
Renewal price seems high – options?,"Good morning,
Renewal due on 25. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-723-964703. happy to provide more info

Regards,
Emily Murphy
+353 86 817 3917
emilymurphy967@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,93b91144,
Collision today on N7 – what do I do?,"Hey there,
I was rear‑ended at a red light in Kilkenny today (13 Oct 2023 12:55), airbags deployed. Other driver admitted fault. Exchange done. My reg 21-WX-20968, policy PCY-648-124157. What’s the fastest way to get the car assessed? really appreciate your help
Screenshot included below.

Cheers,
Olivia Hughes",CarCrash,5a25e0fe,
Need some help with my cover,"To whom it may concern,
I just need to check what’s included in my policy PCY-221-130502. Does it cover driving other cars, or windscreen chips? please let me know

Thanks,
Mia McCarthy
+353 85 693 6728
miamccarthy948@yahoo.com",Other,33248f54,
Stranded on hard shoulder – breakdown cover,"Hi team,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-206-519909 for breakdowns? kind regards
Reg 05-W-76804.
Scans can be provided.

Regards,
Emma McCarthy

(Also, sorry for the long email—bit stressed.)",CarBreakdown,51c346df,
Add a new driver for renewal,"Good afternoon,
I’m changing cars next month (new reg 19-LM-57099). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-386-474685. why am I paying for this

Cheers,
Noah Brown",CarRenewal,ce7adbe7,
Stone chip spreading fast – claim,"Hello,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-483-136835. really appreciate your help
Attaching a PDF of the report.

Sincerely,
Isla Murphy",CarWindshield,628cfb30,
General question about my policy,"To whom it may concern, Where do I downlooad my cert of insurance and disc for reg 08-KK-62252? I can’t find the link on the portal. why am I paying for this Sincerely, Liam O'Neill +353 86 579 9798 liamoneill422@outlook.com",Other,a481cb0b,
Renewal price seems high – options?,"Hi team,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-638-683105. happy to provide more info

Best,
Olivia McCarthy
+353 89 622 7129
oliviamccarthy776@example.com",CarRenewal,7dbfb617,
Accident report and claim initiation,"Good morning,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-297-362241, reg 10-L-91053. happy to provide more info
Dashcam clip uploaded to Drive (link upon request).

Regards,
Harry Kelly
+353 86 304 6782
harrykelly383@gmail.com",CarCrash,ac9fef32,
Policy renewal questions,"Hello, Renewal due on 28. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PYC-523-988790. really appreciate your help Maany thanks, Conor Fitzgeald",CarRenewal,363fe42d,
Renewal due – change car details,"Hey there,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-760-336621. please let me know

Best,
Lucas Doyle
+353 85 300 5383
lucasdoyle923@proton.me

(Also, sorry for the long email—bit stressed.)",CarRenewal,c0f00c42,
"Minor crash, no injuries – claim query","To whhom it may cncern, Sall collision on the M50, lane 2. I braked and the van behind clipped my bumper. Garadí attended. Calim unnder PCY-499-966723. Should I go to Ciity Tyres or awit for an approved repairer list? happy to provie omre info Screenshot icluded below. Many thanks, Jacck Duuffy +353 83 936 898 jackduffy260@example.ocm P.S. I’m at work now, ca’nt taake cals till after 5pm. Text me if urgent.",CarCrash,2e5d2ef1,
Renewal due – change car details,"To whom it may concern,
Renewal due on 06. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-729-490607. please let me know

Many thanks,
Ethan Doyle
+353 86 901 6566
ethandoyle829@gmail.com",CarRenewal,89317d29,
Glass crack across driver side – urgent,"Good morning, Overnight frost made a cip spread—now about 20cm. Is glss repair eempt from the no‑cllaims penalty on PCY-407-309185? Can I pay just the excesss? please sort this Dashcam lcip uploaded to Drive (link upoon request). Regards, Ciara McCarthy +353 88 105 6468 ciaramccarthy204@oulook.com",CarWindshield,49363bb3,
Need some help with my cover,"Good afternoon,
Where do I download my cert of insurance and disc for reg 21-MN-63363? I can’t find the link on the portal. really appreciate your help

Regards,
Olivia O'Neill",Other,052cb88d,
Add a new driver for renewal,"Hi Harbour Insurance Support,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-644-602138. kind regards

Many thanks,
Patrick Duffy
+353 84 235 6982
patrickduffy342@gmail.com",CarRenewal,e0be4b08,
Windscreen damage after storm,"To whom it may concern,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-887-729402. thanks in advance
Attaching a PDF of the report.

Many thanks,
Aoife Kelly
+353 83 591 1338
aoifekelly102@outlook.com",CarWindshield,75b4145f,
Rear‑ended at lights – advice needed,"Good afternoon,
I was rear‑ended at a red light in Ennis today (14 May 2025 12:55), airbags didn’t deploy. Other driver admitted fault. Exchange done. My reg 25-SO-62693, policy PCY-443-527963. What’s the fastest way to get the car assessed? really appreciate your help
Attaching a PDF of the report.

Many thanks,
Sophia Hughes

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,0219b073,
Stranded on hard shoulder – breakdown cover,"Good afternoon, Battery seems ded (no dash lights). I’m at 49 Chuurch View, iLmerick. Can someone jump‑start or tow me? Reg 07-SO-54171, policy PCY-378-353745. Also, is there a call‑out limit? tanks in advance — Cheer, Lim Gallagher +353 85 617 1818 liamgallagher202@gmail.com",CarBreakdown,b06d1c70,
Car won’t start – need roadside assist,"Good morning, Battery seems dead (no dash lights). I’m at 65 River Road, Dundaalk. Can someone jupm‑start or tow me? Reg 07-CW-25496, policy PCY-466-615895. Also, is there a cal‑lout limit? I've beeen on hold forever — Thanks, Ciara Kelly",CarBreakdown,ca43feb0,
Accident report and claim initiation,"Hey ther, Accident at low speed leaving a car park. I scraped anoher car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PY-614-490935, reg 20-LS-44917. please let me know No attachments yet—can send if needed. Sincerely, Ava O'Connor",CarCrash,fac60e02,
Cracked windscreen – repair or replace?,"Good morning,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ScreenMate or do I need pre‑approval under policy PCY-102-794196? thanks in advance
Reg 13-WD-33192.
No attachments yet—can send if needed.

Many thanks,
Liam Hughes
+353 84 623 4733
liamhughes330@yahoo.com",CarWindshield,756da881,
Stone chip spreading fast – claim,"To whom it may concern,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-210-293938? Can I pay just the excess? I've been on hold forever
Photos attached.

Regards,
Olivia O'Neill
+353 82 867 4537
oliviaoneill317@example.com",CarWindshield,969495a0,
Accident report and claim initiation,"Hi team,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-765-247269, reg 08-CW-64997. please let me know
Dashcam clip uploaded to Drive (link upon request).

Regards,
Michael McCarthy
+353 80 858 5011
michaelmccarthy717@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,472ed05a,
Need some help with my cover,"Hi team,
Where do I download my cert of insurance and disc for reg 15-C-71802? I can’t find the link on the portal. honestly not impressed

Best,
Mia Brown
+353 86 367 4168
miabrown952@yahoo.com",Other,c52d5eaf,
Need some help with my cover,"Hello,
I just need to check what’s included in my policy PCY-808-578919. Does it cover driving other cars, or windscreen chips? happy to provide more info

Cheers,
Liam Smith
+353 89 773 1263
liamsmith298@example.com",Other,91db1ca1,
Glass crack across driver side – urgent,"Goood afternoon, Overrnight frost made a chip spread—onw about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-744-255543? Can I pay ujst the excess? happy to provide more ifno Attaching a PDF of the report. Best, Emily Byrne +353 87 687 22250 emilybyrne814@outlook.com P.S. I’m at work now, can’t take calls till ater 5pm. Emal is best.",CarWindshield,4c324a47,
Stone chip spreading fast – claim,"Good morning,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-905-109171? happy to provide more info
Reg 15-MN-23517.
Attaching a PDF of the report.

Sincerely,
Patrick O'Neill",CarWindshield,b34ed5be,
Engine died at junction – policy help,"Hello,
My car cut out at a roundabout in Athlone and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-653-382083? If yes, can you arrange a tow to Murphy Motors? thanks in advance
No attachments.

Regards,
Sophia Doyle

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,58e13579,
Breakdown this morning – tow arranged?,"Good afternoon, Enggine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s cvoered under PCY-211-9118632 for breakdowns? really apprecaite your help Reg 17-OS-64287. Scans can be provided. Regards, Ethan O'Connr PS.. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,0cac5d7b,
Random question (not sure of category),"Hello,
Where do I download my cert of insurance and disc for reg 12-W-8746? I can’t find the link on the portal. thanks in advance

Best,
Liam O'Connor",Other,1de81171,
Random question (not sure of category),"Hi QuickCover Support,
Random question: how long do I have to report an incident? Policy PCY-936-328020. Thanks.

Cheers,
Harry Doyle
+353 80 127 4848
harrydoyle834@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",Other,09f2d202,
General question about my policy,"Good morning,
Random question: how long do I have to report an incident? Policy PCY-511-818926. Thanks.

Cheers,
Niamh Walsh
+353 88 787 6603
niamhwalsh871@outlook.com",Other,10f0da28,
Stranded on hard shoulder – breakdown cover,"Good morning,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-516-794346 for breakdowns? really appreciate your help
Reg 07-OY-95550.
—

Many thanks,
Michael Kavanagh
+353 83 238 3476
michaelkavanagh204@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarBreakdown,2d3dedf0,
General question about my policy,"To whom it may concern,
Random question: how long do I have to report an incident? Policy PCY-582-620121. Thanks.

Best,
Olivia Wilson",Other,de1dedda,
Renewal price seems high – options?,"Hello,
I’m changing cars next month (new reg 13-WD-14304). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-879-546066. happy to provide more info

Sincerely,
James Smith
+353 89 952 8069
jamessmith247@gmail.com",CarRenewal,87178293,
Query about documents,"Hi team,
Random question: how long do I have to report an incident? Policy PCY-545-916521. Thanks.

Many thanks,
Ethan Smith",Other,3d2036ed,
Car won’t start – need roadside assist,"Hi team,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-320-436190 for breakdowns? please let me know
Reg 22-LS-63581.
No attachments.

Best,
Conor Byrne
+353 84 722 5047
conorbyrne98@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,073b8d3e,
Query about documents,"Hi team,
I just need to check what’s included in my policy PCY-894-507224. Does it cover driving other cars, or windscreen chips? happy to provide more info

Best,
Ethan O'Neill

(Also, sorry for the long email—bit stressed.)",Other,c945050e,
Breakdown this morning – tow arranged?,"Hi Harbour Insurance Support,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-846-174421 for breakdowns? happy to provide more info
Reg 14-CW-59696.
—

Regards,
Isla McCarthy
+353 88 537 1563
islamccarthy604@example.com

(Also, sorry for the long email—bit stressed.)",CarBreakdown,a07ead14,
Stolen vehicle claim – need next steps,"Hi team,
Came out this morning and the car was just gone. 07-WX-13203. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-264-867541? Also, do I still owe the excess if the car isn’t found? thanks in advance
Screenshot included below.

Thanks,
Sophia O'Neill
+353 88 371 5612
sophiaoneill305@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,85e4d80f,
Accident report and claim initiation,"To whom it may concern,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-203-330569, reg 13-LM-27962. kind regards
No attachments yet—can send if needed.

Best,
Isla Hayes
+353 81 270 4069
islahayes341@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,4d34f0c1,
Renewal due – change car details,"Good morning,
Renewal due on 04. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-594-148454. happy to provide more info

Regards,
Isla Gallagher
+353 82 196 9175
islagallagher151@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,f38cb05e,
My car is gone – policy assistance,"To whom it may concern,
My car (22-SO-27224) was stolen outside my house at 172 Church View, Sligo around 28 Jan 2023 12:55. I reported it to the Gardaí (ref #295600). Policy PCY-543-795684. What info do you need to open a claim? happy to provide more info
No attachments yet—can send if needed.

Thanks,
Ethan Kelly",CarTheft,17bb9cf1,
Car won’t start – need roadside assist,"Hi team,
Battery seems dead (no dash lights). I’m at 95 Market St, Carlow. Can someone jump‑start or tow me? Reg 10-G-85340, policy PCY-284-162533. Also, is there a call‑out limit? thanks in advance
Scans can be provided.

Best,
Mia Brown
+353 84 261 9899
miabrown381@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,6d30bc71,
My car is gone – policy assistance,"Hi GreenShield Support,
My car (18-MN-95510) was stolen outside my house at 55 Quay St, Letterkenny around 09 Oct 2022 12:55. I reported it to the Gardaí (ref #467121). Policy PCY-994-797660. What info do you need to open a claim? kind regards
Photos attached.

Cheers,
Noah Smith
+353 86 965 1430
noahsmith624@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,bc1ada67,
Car won’t start – need roadside assist,"Hi team,
My car cut out at a roundabout in Cork and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-909-363200? If yes, can you arrange a tow to Northside Garage? thanks in advance
Scans can be provided.

Cheers,
Liam Smith
+353 80 272 5702
liamsmith574@outlook.com",CarBreakdown,b31fc3d8,
